,gender,age,party,hasMCTfamily,loveMoney,loveFerrisWheel,fanOfHan
9149,female,49,Democratic Progressive Party,0,1,0,0
9150,female,28,None,0,1,1,0
9151,male,69,None,0,0,1,0
9152,female,43,None,0,0,0,0
9153,female,54,KMT,0,1,1,1
9154,female,17,None,0,1,0,0
9155,female,48,KMT,0,0,0,0
9156,female,50,Democratic Progressive Party,0,0,1,0
9157,female,73,None,0,0,1,0
9158,male,38,KMT,0,0,0,0
9159,female,75,KMT,0,1,0,1
9160,male,19,None,0,0,0,0
9161,female,47,Democratic Progressive Party,0,0,0,0
9162,male,38,None,1,1,0,1
9163,female,62,Democratic Progressive Party,0,0,0,0
9164,female,41,None,0,1,0,0
9165,female,52,None,1,1,0,1
9166,male,44,KMT,0,1,0,0
9167,male,91,Democratic Progressive Party,0,0,0,0
9168,male,48,None,0,0,1,0
9169,female,45,KMT,0,0,1,1
9170,female,52,None,0,0,1,0
9171,female,49,KMT,0,0,0,0
9172,male,31,None,1,1,1,1
9173,female,38,Democratic Progressive Party,0,0,1,0
9174,female,43,None,0,0,1,0
9175,male,49,KMT,0,1,1,1
9176,male,77,KMT,0,1,0,0
9177,female,47,None,0,0,1,0
9178,female,37,KMT,0,0,0,0
9179,male,65,KMT,0,1,1,1
9180,female,50,KMT,0,0,1,1
9181,male,64,Democratic Progressive Party,0,1,1,0
9182,female,50,None,0,1,1,0
9183,male,18,None,0,1,1,0
9184,male,28,None,0,1,1,0
9185,female,70,None,0,0,0,0
9186,female,59,KMT,1,0,0,1
9187,male,63,Democratic Progressive Party,0,1,0,0
9188,male,78,KMT,1,0,1,1
9189,male,48,Democratic Progressive Party,0,1,1,0
9190,female,52,None,0,0,1,0
9191,female,77,None,0,1,0,0
9192,male,66,KMT,0,1,1,1
9193,female,47,KMT,0,0,0,0
9194,male,49,None,0,0,1,0
9195,male,52,Democratic Progressive Party,0,1,0,0
9196,female,51,KMT,0,0,1,1
9197,male,61,Democratic Progressive Party,1,0,1,0
9198,female,47,KMT,0,0,1,1
9199,female,22,KMT,0,1,0,0
9200,male,45,None,0,0,1,0
9201,female,55,Democratic Progressive Party,0,0,1,0
9202,male,76,KMT,0,1,1,1
9203,male,56,KMT,0,1,1,1
9204,female,63,None,1,1,1,1
9205,female,38,KMT,0,0,0,0
9206,male,37,None,0,0,1,0
9207,male,35,KMT,0,0,0,0
9208,female,26,KMT,1,0,0,0
9209,female,36,None,0,1,0,0
9210,male,48,KMT,0,1,0,0
9211,male,62,None,0,0,1,0
9212,female,55,None,0,0,0,0
9213,female,42,Democratic Progressive Party,0,0,0,0
9214,male,47,None,0,1,0,0
9215,female,82,Democratic Progressive Party,0,1,1,0
9216,male,69,None,0,1,1,0
9217,male,57,KMT,0,1,0,0
9218,female,59,None,0,0,1,0
9219,male,71,None,0,0,0,0
9220,male,65,KMT,0,0,1,1
9221,male,44,Democratic Progressive Party,0,1,1,0
9222,female,70,Democratic Progressive Party,0,0,0,0
9223,male,52,Democratic Progressive Party,1,1,0,1
9224,female,37,None,0,1,1,0
9225,male,46,KMT,1,0,1,1
9226,male,59,None,1,0,1,0
9227,female,47,Democratic Progressive Party,0,1,1,0
9228,female,67,Democratic Progressive Party,0,1,0,0
9229,male,30,None,0,0,0,0
9230,male,54,Democratic Progressive Party,0,1,1,0
9231,female,48,KMT,0,0,0,0
9232,female,15,None,0,1,0,0
9233,female,73,None,0,1,1,0
9234,female,61,Democratic Progressive Party,0,0,1,0
9235,female,49,None,0,0,0,0
9236,male,39,Democratic Progressive Party,0,0,1,0
9237,male,54,Democratic Progressive Party,0,1,1,0
9238,male,44,None,1,0,1,0
9239,female,50,Democratic Progressive Party,1,0,0,0
9240,male,56,Democratic Progressive Party,1,0,0,0
9241,female,46,None,0,0,0,0
9242,female,38,Democratic Progressive Party,1,1,1,1
9243,male,59,Democratic Progressive Party,1,1,0,1
9244,male,30,KMT,0,0,1,1
9245,female,44,KMT,0,1,0,0
9246,female,22,Democratic Progressive Party,1,1,0,1
9247,female,35,None,0,0,0,0
9248,female,40,None,1,0,1,0
9249,female,56,Democratic Progressive Party,0,0,1,0
9250,female,60,None,0,0,0,0
9251,male,44,Democratic Progressive Party,0,0,0,0
9252,male,63,Democratic Progressive Party,0,0,0,0
9253,male,51,KMT,0,0,0,0
9254,male,71,KMT,0,0,0,0
9255,male,31,None,1,0,1,0
9256,female,49,None,0,0,0,0
9257,male,39,Democratic Progressive Party,0,0,0,0
9258,female,54,KMT,0,0,0,0
9259,male,75,KMT,0,0,0,0
9260,female,48,None,0,0,1,0
9261,male,58,KMT,0,0,1,1
9262,female,36,None,0,0,0,0
9263,female,33,None,0,0,1,0
9264,female,53,None,1,1,0,1
9265,female,62,Democratic Progressive Party,0,0,1,0
9266,female,20,Democratic Progressive Party,0,0,0,0
9267,female,18,None,1,0,1,0
9268,female,34,KMT,0,1,0,0
9269,female,49,None,0,1,1,0
9270,female,52,KMT,0,1,0,0
9271,female,62,None,0,1,0,0
9272,male,29,Democratic Progressive Party,0,1,0,0
9273,male,68,KMT,0,0,0,0
9274,male,54,None,0,1,1,0
9275,male,80,None,1,1,1,1
9276,male,42,None,0,0,0,0
9277,male,57,KMT,0,0,0,0
9278,female,39,None,0,1,0,0
9279,male,67,Democratic Progressive Party,0,0,1,0
9280,male,27,KMT,0,0,0,0
9281,male,35,KMT,0,0,0,0
9282,female,23,KMT,1,0,0,0
9283,female,42,KMT,0,0,0,0
9284,female,33,None,1,1,0,1
9285,female,61,None,0,1,1,0
9286,female,45,KMT,0,1,0,0
9287,female,76,Democratic Progressive Party,0,1,0,0
9288,male,54,KMT,0,0,0,0
9289,female,49,None,0,1,1,0
9290,female,40,None,0,0,0,0
9291,female,51,None,0,1,1,0
9292,male,58,None,0,1,0,0
9293,male,37,KMT,0,1,0,0
9294,male,41,None,0,1,0,0
9295,male,51,None,0,1,0,0
9296,male,59,Democratic Progressive Party,0,1,1,0
9297,female,51,KMT,0,0,1,1
9298,male,58,Democratic Progressive Party,0,0,1,0
9299,male,34,None,0,0,0,0
9300,male,56,KMT,0,0,1,1
9301,female,61,None,0,1,0,0
9302,male,31,Democratic Progressive Party,0,0,1,0
9303,male,24,Democratic Progressive Party,0,1,1,0
9304,female,65,KMT,0,1,0,1
9305,male,66,Democratic Progressive Party,0,0,0,0
9306,male,51,KMT,1,0,0,0
9307,female,50,None,0,0,0,0
9308,female,17,KMT,0,0,0,0
9309,male,59,Democratic Progressive Party,0,0,0,0
9310,male,24,KMT,1,0,1,1
9311,female,35,None,0,0,1,0
9312,female,45,None,0,1,1,0
9313,male,43,None,0,0,0,0
9314,male,56,None,0,0,1,0
9315,male,59,None,1,1,0,1
9316,female,57,None,1,1,0,1
9317,male,37,None,0,0,1,0
9318,female,32,Democratic Progressive Party,0,1,0,0
9319,male,72,KMT,1,1,1,1
9320,male,40,Democratic Progressive Party,0,0,0,0
9321,female,48,KMT,0,0,1,1
9322,male,37,Democratic Progressive Party,0,1,0,0
9323,male,32,None,0,0,1,0
9324,female,51,KMT,0,0,0,0
9325,female,76,None,0,0,1,0
9326,male,40,None,0,0,1,0
9327,female,60,None,0,1,1,0
9328,female,63,Democratic Progressive Party,0,0,1,0
9329,male,48,Democratic Progressive Party,0,1,1,0
9330,female,55,None,0,1,0,0
9331,male,53,KMT,1,1,1,1
9332,female,36,None,0,0,1,0
9333,male,29,Democratic Progressive Party,0,0,0,0
9334,male,61,Democratic Progressive Party,0,0,1,0
9335,male,51,None,0,1,0,0
9336,male,72,None,0,0,0,0
9337,male,41,None,1,1,0,1
9338,female,53,Democratic Progressive Party,0,1,1,0
9339,male,45,None,0,1,1,0
9340,female,38,Democratic Progressive Party,0,0,1,0
9341,male,33,Democratic Progressive Party,0,1,0,0
9342,female,27,KMT,0,1,1,1
9343,male,42,Democratic Progressive Party,0,1,0,0
9344,female,46,Democratic Progressive Party,0,1,0,0
9345,male,70,None,0,0,1,0
9346,male,30,Democratic Progressive Party,0,1,0,0
9347,female,61,KMT,0,0,1,1
9348,male,44,Democratic Progressive Party,0,0,0,0
9349,female,53,Democratic Progressive Party,0,1,0,0
9350,male,59,None,0,0,0,0
9351,female,40,Democratic Progressive Party,0,1,1,0
9352,female,39,None,0,0,0,0
9353,female,46,None,0,1,1,0
9354,male,7,KMT,1,0,0,0
9355,female,22,KMT,0,0,0,0
9356,male,52,KMT,0,0,1,1
9357,female,67,KMT,0,0,1,1
9358,female,61,KMT,0,0,1,1
9359,female,44,Democratic Progressive Party,0,1,1,0
9360,female,69,KMT,1,1,0,1
9361,male,67,None,0,0,0,0
9362,male,74,KMT,1,1,1,1
9363,male,73,KMT,1,0,1,1
9364,female,52,KMT,0,0,1,1
9365,female,34,Democratic Progressive Party,0,1,1,0
9366,male,42,None,0,0,1,0
9367,male,44,KMT,0,0,0,0
9368,female,46,Democratic Progressive Party,0,1,0,0
9369,male,45,None,0,1,0,0
9370,male,51,Democratic Progressive Party,0,0,0,0
9371,female,35,Democratic Progressive Party,0,0,1,0
9372,male,72,Democratic Progressive Party,0,0,1,0
9373,female,57,Democratic Progressive Party,1,1,0,1
9374,female,14,Democratic Progressive Party,0,0,1,0
9375,male,35,None,1,1,0,1
9376,female,63,None,0,0,0,0
9377,female,37,None,0,0,0,0
9378,female,37,None,0,1,1,0
9379,male,53,KMT,0,1,1,1
9380,female,29,KMT,0,1,1,1
9381,male,48,None,1,0,1,0
9382,female,74,KMT,0,1,1,1
9383,male,59,None,0,0,0,0
9384,female,42,KMT,0,1,0,0
9385,female,61,KMT,0,0,0,1
9386,female,57,Democratic Progressive Party,0,0,1,0
9387,male,49,KMT,0,1,1,1
9388,male,47,Democratic Progressive Party,0,0,1,0
9389,female,51,None,0,0,0,0
9390,male,53,None,0,1,1,0
9391,female,51,None,1,0,1,0
9392,female,59,Democratic Progressive Party,0,0,0,0
9393,female,62,Democratic Progressive Party,1,1,0,1
9394,female,65,None,0,1,1,0
9395,female,87,Democratic Progressive Party,0,0,0,0
9396,female,55,None,1,0,1,0
9397,male,49,None,1,1,0,1
9398,female,65,None,0,0,0,0
9399,male,49,Democratic Progressive Party,1,0,1,0
9400,female,58,None,0,0,1,0
9401,female,57,Democratic Progressive Party,0,1,1,0
9402,male,79,Democratic Progressive Party,0,1,1,0
9403,male,42,None,0,0,0,0
9404,male,43,KMT,0,1,1,1
9405,male,63,Democratic Progressive Party,1,0,0,0
9406,female,35,KMT,0,1,1,1
9407,male,52,KMT,0,1,1,1
9408,female,49,None,1,1,0,1
9409,female,52,None,0,0,1,0
9410,female,32,None,0,1,1,0
9411,female,68,Democratic Progressive Party,0,1,0,0
9412,male,45,None,1,0,0,0
9413,male,35,Democratic Progressive Party,0,1,1,0
9414,male,61,KMT,0,0,0,0
9415,female,30,KMT,0,1,0,0
9416,male,14,KMT,0,1,0,0
9417,male,30,KMT,0,1,0,0
9418,male,39,None,0,0,1,0
9419,female,54,None,0,1,0,0
9420,male,44,None,1,1,1,1
9421,female,19,KMT,0,1,1,1
9422,male,49,KMT,1,1,0,0
9423,female,48,None,1,1,1,1
9424,female,25,KMT,0,1,1,1
9425,female,21,Democratic Progressive Party,0,0,1,0
9426,male,43,Democratic Progressive Party,0,1,0,0
9427,female,48,None,0,0,1,0
9428,female,38,KMT,0,1,0,0
9429,male,27,None,0,1,1,0
9430,female,62,KMT,0,1,1,1
9431,female,47,Democratic Progressive Party,0,0,1,0
9432,female,34,KMT,1,0,1,1
9433,female,75,None,0,1,1,0
9434,female,44,KMT,0,0,1,1
9435,female,58,None,0,1,1,0
9436,male,84,Democratic Progressive Party,0,0,1,0
9437,female,35,KMT,0,1,0,0
9438,female,39,Democratic Progressive Party,0,0,0,0
9439,female,72,Democratic Progressive Party,0,1,1,0
9440,female,29,None,1,0,0,0
9441,female,27,KMT,0,1,1,1
9442,female,86,None,0,0,0,0
9443,male,48,None,1,1,0,1
9444,male,49,None,1,0,1,0
9445,male,20,Democratic Progressive Party,0,1,1,0
9446,male,48,None,0,1,1,0
9447,female,57,Democratic Progressive Party,0,1,1,0
9448,female,56,None,0,0,1,0
9449,female,57,None,0,1,0,0
9450,female,51,None,0,1,0,0
9451,female,69,KMT,0,0,0,1
9452,female,37,None,1,0,0,0
9453,female,57,Democratic Progressive Party,0,1,0,0
9454,female,22,None,0,0,0,0
9455,female,39,None,0,0,0,0
9456,male,54,KMT,1,0,0,0
9457,male,34,None,0,0,0,0
9458,female,56,None,0,0,0,0
9459,female,77,Democratic Progressive Party,0,0,1,0
9460,female,36,Democratic Progressive Party,1,0,1,0
9461,male,31,None,0,0,1,0
9462,male,42,Democratic Progressive Party,0,1,0,0
9463,male,28,KMT,0,1,1,1
9464,female,31,None,0,0,0,0
9465,male,42,KMT,1,0,0,0
9466,female,35,Democratic Progressive Party,0,1,1,0
9467,female,51,KMT,0,0,1,1
9468,female,45,Democratic Progressive Party,0,1,1,0
9469,male,75,KMT,0,0,0,0
9470,male,65,None,0,0,1,0
9471,male,37,None,0,1,0,0
9472,female,57,KMT,0,0,0,1
9473,female,45,KMT,0,0,1,1
9474,female,61,None,0,1,0,0
9475,female,43,KMT,0,1,0,0
9476,male,65,None,0,1,0,0
9477,male,33,None,0,1,1,0
9478,female,54,None,1,1,0,1
9479,female,74,None,0,0,0,0
9480,male,31,KMT,0,0,1,1
9481,female,75,Democratic Progressive Party,1,1,1,1
9482,male,32,Democratic Progressive Party,0,0,1,0
9483,male,70,Democratic Progressive Party,0,0,0,0
9484,male,69,Democratic Progressive Party,1,1,0,1
9485,male,41,None,0,0,1,0
9486,male,48,None,0,0,1,0
9487,male,55,None,0,0,0,0
9488,female,55,KMT,0,1,1,1
9489,female,53,Democratic Progressive Party,0,0,1,0
9490,male,45,Democratic Progressive Party,1,0,0,0
9491,male,63,KMT,0,0,0,0
9492,male,43,None,0,1,1,0
9493,male,76,Democratic Progressive Party,0,1,0,0
9494,male,51,None,0,0,0,0
9495,male,60,None,1,1,0,1
9496,female,24,Democratic Progressive Party,0,1,0,0
9497,female,56,None,0,0,1,0
9498,female,60,Democratic Progressive Party,0,0,0,0
9499,female,67,None,0,0,0,0
9500,female,63,Democratic Progressive Party,1,0,1,0
9501,male,74,None,0,1,1,0
9502,female,44,None,0,0,0,0
9503,male,74,None,0,1,1,0
9504,female,54,None,0,0,0,0
9505,female,66,None,0,0,1,0
9506,female,62,None,0,1,0,0
9507,male,52,None,0,0,0,0
9508,female,25,Democratic Progressive Party,0,1,1,0
9509,female,34,Democratic Progressive Party,0,1,0,0
9510,male,56,KMT,0,0,0,0
9511,male,41,None,0,0,1,0
9512,female,61,None,0,1,0,0
9513,male,44,KMT,0,1,1,1
9514,male,54,KMT,0,0,0,0
9515,male,54,Democratic Progressive Party,0,1,0,0
9516,female,32,KMT,0,1,1,1
9517,male,55,KMT,0,0,1,1
9518,female,23,Democratic Progressive Party,1,0,0,0
9519,female,75,Democratic Progressive Party,0,0,1,0
9520,male,39,KMT,0,0,1,1
9521,female,53,None,0,0,1,0
9522,male,57,Democratic Progressive Party,1,1,1,1
9523,male,61,Democratic Progressive Party,1,0,1,0
9524,female,48,None,0,0,0,0
9525,male,58,None,0,0,0,0
9526,female,33,Democratic Progressive Party,1,0,0,0
9527,male,41,None,1,0,0,0
9528,male,69,KMT,0,0,1,1
9529,female,66,Democratic Progressive Party,0,0,1,0
9530,female,59,None,0,1,0,0
9531,male,62,Democratic Progressive Party,0,0,0,0
9532,male,51,Democratic Progressive Party,0,0,0,0
9533,male,40,KMT,0,1,1,1
9534,female,59,KMT,1,1,1,1
9535,female,39,None,0,1,1,0
9536,male,60,None,0,0,0,0
9537,female,34,Democratic Progressive Party,1,1,1,1
9538,female,49,Democratic Progressive Party,0,0,1,0
9539,female,38,KMT,0,1,1,1
9540,male,67,None,0,1,1,0
9541,female,85,KMT,0,0,0,1
9542,female,21,KMT,0,0,0,0
9543,female,40,KMT,0,0,1,1
9544,male,27,Democratic Progressive Party,0,1,1,0
9545,male,46,KMT,0,1,0,0
9546,male,38,KMT,0,1,0,0
9547,male,36,Democratic Progressive Party,0,1,0,0
9548,male,53,KMT,0,1,0,0
9549,male,46,KMT,1,0,1,1
9550,male,64,KMT,0,1,1,1
9551,male,59,None,0,1,1,0
9552,female,84,None,0,1,0,0
9553,male,59,Democratic Progressive Party,0,0,1,0
9554,male,25,None,0,0,0,0
9555,female,65,None,0,1,1,0
9556,male,39,None,0,1,0,0
9557,male,59,None,0,1,1,0
9558,female,48,Democratic Progressive Party,0,1,1,0
9559,female,73,None,0,0,1,0
9560,female,50,KMT,0,0,0,0
9561,male,37,KMT,0,0,1,1
9562,female,61,KMT,1,1,0,1
9563,male,59,Democratic Progressive Party,1,1,1,1
9564,male,50,None,0,0,1,0
9565,female,76,KMT,0,1,0,1
9566,male,58,KMT,1,1,1,1
9567,male,27,Democratic Progressive Party,1,1,1,1
9568,female,47,Democratic Progressive Party,0,1,1,0
9569,female,28,Democratic Progressive Party,0,0,1,0
9570,female,41,None,0,0,1,0
9571,female,46,KMT,0,1,1,1
9572,female,66,KMT,0,0,0,1
9573,male,33,Democratic Progressive Party,0,1,0,0
9574,female,45,KMT,0,0,1,1
9575,male,88,KMT,0,1,0,0
9576,male,47,None,0,0,0,0
9577,female,52,None,1,0,0,0
9578,female,49,KMT,0,1,1,1
9579,female,66,KMT,1,1,1,1
9580,female,37,Democratic Progressive Party,1,0,0,0
9581,male,59,None,1,1,0,1
9582,male,55,KMT,0,1,1,1
9583,male,48,KMT,0,1,0,0
9584,male,47,KMT,0,0,1,1
9585,female,43,Democratic Progressive Party,1,0,0,0
9586,female,75,None,1,1,0,1
9587,female,33,None,0,0,0,0
9588,female,13,KMT,0,1,0,0
9589,female,45,Democratic Progressive Party,0,0,1,0
9590,male,20,None,0,1,0,0
9591,female,36,KMT,0,0,1,1
9592,male,43,Democratic Progressive Party,1,0,0,0
9593,male,59,KMT,0,0,1,1
9594,female,41,None,1,1,0,1
9595,female,75,KMT,0,0,1,1
9596,male,40,None,1,0,0,0
9597,male,56,KMT,0,0,1,1
9598,female,27,None,0,0,1,0
9599,female,34,None,0,0,0,0
9600,female,73,None,1,1,1,1
9601,male,30,None,0,0,0,0
9602,male,32,KMT,1,1,0,0
9603,male,25,KMT,0,1,1,1
9604,female,63,None,1,0,1,0
9605,male,56,KMT,0,0,1,1
9606,female,36,KMT,0,1,1,1
9607,male,48,None,0,1,1,0
9608,male,36,Democratic Progressive Party,1,1,0,1
9609,male,33,None,0,0,1,0
9610,female,46,KMT,0,1,0,0
9611,female,48,Democratic Progressive Party,0,0,0,0
9612,male,51,None,0,0,0,0
9613,female,70,None,0,0,0,0
9614,female,69,Democratic Progressive Party,0,0,0,0
9615,female,65,KMT,0,0,1,1
9616,male,75,None,0,0,0,0
9617,male,42,Democratic Progressive Party,0,1,0,0
9618,male,67,None,1,1,0,1
9619,male,56,KMT,0,0,0,0
9620,female,39,None,1,1,1,1
9621,female,32,None,0,1,0,0
9622,male,48,Democratic Progressive Party,1,1,1,1
9623,male,25,None,0,0,1,0
9624,female,48,KMT,0,0,0,0
9625,female,60,None,1,0,1,0
9626,male,68,None,0,0,1,0
9627,female,20,KMT,0,1,0,0
9628,female,43,Democratic Progressive Party,1,0,0,0
9629,female,25,None,0,0,1,0
9630,male,83,None,1,0,1,0
9631,male,57,KMT,1,0,1,1
9632,male,54,KMT,0,1,1,1
9633,female,15,None,1,1,0,1
9634,female,54,KMT,1,0,0,0
9635,male,80,KMT,1,1,0,0
9636,female,82,KMT,1,1,1,1
9637,male,39,None,1,0,0,0
9638,male,43,Democratic Progressive Party,0,1,0,0
9639,male,65,None,0,1,1,0
9640,male,52,None,1,1,0,1
9641,male,64,Democratic Progressive Party,0,1,0,0
9642,female,36,None,0,1,0,0
9643,female,13,None,0,0,1,0
9644,male,44,None,0,1,0,0
9645,male,43,Democratic Progressive Party,1,0,0,0
9646,male,31,Democratic Progressive Party,0,0,1,0
9647,female,54,KMT,0,1,1,1
9648,male,54,None,0,0,0,0
9649,female,17,None,0,0,0,0
9650,male,79,Democratic Progressive Party,0,0,0,0
9651,female,38,None,0,0,1,0
9652,male,16,KMT,0,0,1,1
9653,female,61,KMT,0,1,0,1
9654,female,72,None,0,0,1,0
9655,male,54,None,0,0,0,0
9656,male,47,KMT,0,1,0,0
9657,female,62,None,0,1,1,0
9658,male,59,Democratic Progressive Party,1,0,1,0
9659,female,64,None,0,1,0,0
9660,female,44,KMT,0,0,1,1
9661,male,62,None,0,0,1,0
9662,male,67,None,0,1,0,0
9663,female,46,KMT,0,1,0,0
9664,female,45,KMT,0,0,1,1
9665,male,53,KMT,0,0,0,0
9666,male,43,Democratic Progressive Party,1,1,0,1
9667,male,44,None,0,0,1,0
9668,male,57,None,0,0,0,0
9669,male,35,None,0,1,0,0
9670,female,62,KMT,0,0,1,1
9671,female,43,KMT,0,1,1,1
9672,female,59,KMT,0,0,1,1
9673,male,68,KMT,1,1,1,1
9674,male,59,KMT,0,0,1,1
9675,male,60,None,0,1,1,0
9676,male,55,Democratic Progressive Party,0,1,0,0
9677,male,39,None,0,1,0,0
9678,male,83,None,0,0,0,0
9679,female,41,KMT,0,1,1,1
9680,male,62,KMT,0,1,0,0
9681,female,43,KMT,0,1,0,0
9682,male,50,Democratic Progressive Party,0,0,1,0
9683,male,45,None,0,1,0,0
9684,male,26,None,0,1,0,0
9685,male,39,KMT,0,0,1,1
9686,male,64,KMT,0,1,0,0
9687,male,47,None,1,0,1,0
9688,female,41,None,0,0,0,0
9689,male,39,None,0,0,1,0
9690,female,37,Democratic Progressive Party,0,1,0,0
9691,female,45,Democratic Progressive Party,1,1,0,1
9692,male,61,Democratic Progressive Party,1,1,0,1
9693,male,29,None,0,0,0,0
9694,male,45,None,0,1,1,0
9695,male,53,Democratic Progressive Party,0,0,0,0
9696,female,45,None,0,0,1,0
9697,female,45,KMT,0,0,0,0
9698,female,49,Democratic Progressive Party,0,0,1,0
9699,female,49,None,1,1,0,1
9700,female,72,None,0,0,1,0
9701,male,57,None,0,1,1,0
9702,male,64,Democratic Progressive Party,0,0,1,0
9703,male,69,None,0,0,0,0
9704,male,5,Democratic Progressive Party,0,1,0,0
9705,male,54,None,0,0,1,0
9706,female,13,KMT,0,1,1,1
9707,female,41,None,0,1,0,0
9708,female,56,KMT,0,1,0,1
9709,female,35,None,0,1,0,0
9710,male,67,None,0,1,0,0
9711,male,98,KMT,0,0,0,0
9712,female,60,None,0,1,1,0
9713,male,80,KMT,0,0,1,1
9714,female,45,None,0,1,0,0
9715,male,21,KMT,0,0,0,0
9716,male,47,Democratic Progressive Party,1,0,1,0
9717,male,41,Democratic Progressive Party,0,0,0,0
9718,male,38,Democratic Progressive Party,1,1,1,1
9719,female,45,KMT,0,0,1,1
9720,male,54,KMT,0,0,1,1
9721,male,21,None,0,1,0,0
9722,male,49,None,1,1,1,1
9723,male,34,Democratic Progressive Party,0,0,1,0
9724,male,51,KMT,1,0,1,1
9725,female,62,Democratic Progressive Party,0,1,0,0
9726,male,58,KMT,0,0,1,1
9727,male,54,KMT,0,0,1,1
9728,female,66,Democratic Progressive Party,0,0,1,0
9729,female,65,KMT,1,1,0,1
9730,female,41,None,0,1,1,0
9731,male,36,KMT,0,0,1,1
9732,female,38,KMT,0,0,0,0
9733,male,71,Democratic Progressive Party,0,1,0,0
9734,female,49,Democratic Progressive Party,0,1,1,0
9735,male,85,None,0,1,1,0
9736,male,49,None,0,0,0,0
9737,male,28,None,0,1,0,0
9738,male,62,None,0,0,0,0
9739,male,64,None,0,1,0,0
9740,male,65,None,1,0,0,0
9741,male,53,None,0,1,0,0
9742,male,25,None,1,1,1,1
9743,female,56,None,0,0,0,0
9744,male,43,None,0,1,0,0
9745,female,43,None,0,1,0,0
9746,male,56,Democratic Progressive Party,0,1,0,0
9747,male,52,KMT,0,0,0,0
9748,female,39,None,0,1,1,0
9749,male,59,None,0,1,1,0
9750,female,41,None,0,0,0,0
9751,female,51,KMT,1,1,1,1
9752,female,61,None,0,0,1,0
9753,male,35,Democratic Progressive Party,0,1,0,0
9754,female,62,Democratic Progressive Party,0,1,1,0
9755,female,43,Democratic Progressive Party,0,0,1,0
9756,male,25,None,0,0,0,0
9757,male,80,KMT,0,1,1,1
9758,female,56,None,0,1,1,0
9759,female,63,Democratic Progressive Party,1,0,1,0
9760,female,27,None,0,0,0,0
9761,female,24,None,0,1,1,0
9762,female,49,KMT,1,0,1,1
9763,female,44,KMT,0,0,0,0
9764,female,75,None,0,1,0,0
9765,male,44,None,0,1,0,0
9766,female,44,Democratic Progressive Party,0,0,1,0
9767,male,43,KMT,0,1,0,0
9768,female,41,None,0,0,0,0
9769,male,68,None,1,0,0,0
9770,female,50,KMT,0,0,0,0
9771,female,55,KMT,0,0,0,1
9772,male,44,Democratic Progressive Party,0,1,1,0
9773,female,61,KMT,0,0,0,1
9774,female,26,KMT,1,0,1,1
9775,female,67,KMT,0,0,1,1
9776,female,56,None,0,0,1,0
9777,male,58,Democratic Progressive Party,0,0,1,0
9778,female,59,Democratic Progressive Party,0,0,0,0
9779,female,57,Democratic Progressive Party,0,1,0,0
9780,female,37,Democratic Progressive Party,0,1,0,0
9781,male,42,Democratic Progressive Party,0,0,1,0
9782,female,36,None,0,0,0,0
9783,male,55,KMT,0,0,1,1
9784,male,75,KMT,0,1,1,1
9785,female,42,None,0,0,1,0
9786,male,59,None,0,1,0,0
9787,female,23,KMT,0,1,0,0
9788,male,37,None,0,1,1,0
9789,male,87,Democratic Progressive Party,0,1,1,0
9790,female,78,KMT,0,1,1,1
9791,male,61,KMT,0,0,0,0
9792,female,64,None,0,0,0,0
9793,female,46,KMT,0,1,1,1
9794,male,51,None,0,1,1,0
9795,female,55,Democratic Progressive Party,0,0,1,0
9796,male,63,KMT,0,0,1,1
9797,male,40,None,0,0,0,0
9798,female,32,Democratic Progressive Party,0,0,0,0
9799,female,97,None,0,1,0,0
9800,male,67,None,0,1,1,0
9801,male,23,None,1,1,1,1
9802,male,79,None,0,1,0,0
9803,male,31,None,0,1,0,0
9804,female,56,KMT,1,1,0,1
9805,female,87,None,0,1,1,0
9806,female,57,KMT,1,1,0,1
9807,female,53,Democratic Progressive Party,0,0,0,0
9808,male,22,None,1,0,0,0
9809,female,51,None,1,1,0,1
9810,female,51,KMT,0,0,1,1
9811,male,44,None,0,1,0,0
9812,female,74,KMT,0,0,1,1
9813,female,59,None,0,1,1,0
9814,female,39,Democratic Progressive Party,0,1,1,0
9815,female,71,Democratic Progressive Party,0,0,0,0
9816,male,54,None,0,1,0,0
9817,female,55,KMT,0,0,0,1
9818,female,57,Democratic Progressive Party,0,1,1,0
9819,male,59,None,1,0,0,0
9820,female,48,Democratic Progressive Party,0,1,1,0
9821,male,56,KMT,1,0,1,1
9822,male,45,KMT,0,1,1,1
9823,male,64,None,0,1,0,0
9824,male,58,None,0,1,0,0
9825,male,36,None,0,0,1,0
9826,female,31,KMT,0,0,1,1
9827,male,35,Democratic Progressive Party,1,1,0,1
9828,male,67,KMT,0,0,0,0
9829,female,47,None,1,0,1,0
9830,male,57,None,1,0,1,0
9831,female,45,Democratic Progressive Party,0,0,0,0
9832,female,64,KMT,1,0,0,1
9833,female,31,KMT,0,0,0,0
9834,female,54,None,0,1,1,0
9835,male,41,KMT,0,0,1,1
9836,female,59,None,1,0,0,0
9837,female,40,None,0,1,0,0
9838,male,83,KMT,1,1,0,0
9839,male,43,KMT,0,0,1,1
9840,male,30,Democratic Progressive Party,0,0,0,0
9841,male,51,Democratic Progressive Party,0,1,0,0
9842,female,49,None,0,0,1,0
9843,male,55,None,0,0,1,0
9844,female,65,None,0,1,0,0
9845,male,77,None,1,0,1,0
9846,female,52,KMT,0,0,0,0
